supplier_profile_id,account_id,name,certified,indigenous_marketplace,services_all_australia,states,annual_revenue,employees,ownership_structure,services
a1GOd000004KRmXMAW,001Od00000QzcBBIAZ,Green Ant Recycling,Registered,No,No,,$50K to $500K,1,Partnership,Interior design; Fencing; Fencing supplies & services; Fencing supplies & services; Fencing; Home decor; Wallpaper prints; Interior design; Fencing supplies & services; Fencing; Home decor; Wallpaper prints
a1GOd000004LIXVMA4,001Od00000RBURRIA5,NICHE WELDING PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Welders & metal fabrication products & services; Welders & metal fabrication products & services; Metal fabrication & welding
a1GOd000004OJnBMAW,001Od00000RLdmzIAD,ISRI Seats North Brisbane,Registered,No,No,QLD,$50K to $500K,2,Corporation (Pty Ltd),Road repair truck; Road repair truck; Bus & coach services; Automotive workshop supplies & services
a1G7F000001hAAjUAM,0017F00001XpXzqQAF,Black Dingo Contracting,Registered,No,No,"NT, QLD",$50K to $500K,1,Sole Trader,Vegetation control & management; Forestry management services; Rural development; Rural development; Bushfire mitigation; Dozers hire
a1GOd000004Qw2rMAC,001Od00000IpkoHIAR,A R MECHANICAL PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$5M to $10M,10,Corporation (Pty Ltd),Irrigation & watering systems; Water treatment services; Pipes & fittings services; Pipes & fittings services; Water treatment services; Industrial pumps & compressors; Pipes & valves & fittings
a1GOd000006uFvNMAU,001Od00000TJiW7IAL,B.A. ROAD SERVICES PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,50,Corporation (Pty Ltd),Road line marking; Asphalt & bitumen; Road line marking; Asphalt & bitumen; Road line marking; Road line marking; Asphalt & bitumen; Road line marking
a1GOd000004X51pMAC,001Od00000TjMdFIAV,PURLER BUILDS PTY LTD,Registered,No,No,"ACT, NSW",$50K to $500K,2,Corporation (Pty Ltd),Bathroom fixtures & installation; Cabinet making; Kitchen fixtures & installation; Masonry & stonework; Masonry & stonework; Bathroom fixtures & installation; Building maintenance & services; Cabinet making; Kitchen fixtures & installation
a1GOd000004cVuvMAE,001Od00000PyhNGIAZ,Henba Excavation Group,Registered,No,No,,$50K to $500K,1,Sole Trader,Excavation; Excavation
a1GOd000004pWl7MAE,001Od0000036W6lIAE,It's all wood carpentry,Registered,No,No,,$0 to $50K,1,Sole Trader,Carpentry & joinery services; Structural formwork; Structural formwork; Carpentry & joinery services
a1GOd000004t43tMAA,001Od00000UTZBOIA5,COASTAL FABRICATION AND MAINTENANCE PTY LIMITED,Registered,No,No,,$50K to $500K,5,Corporation (Pty Ltd),Abrasive Sandblasting; Welders & metal fabrication products & services; Welders & metal fabrication products & services; Drafting services; Abrasive Sandblasting; Maintenance agreements; Metal fabrication & welding
a1GOd0000050FYrMAM,001Od00000VDpZQIA1,Beau Robert Brown,Certified,No,No,"ACT, NSW",$500K to $1M,2,Sole Trader,Painting supplies & services; Plumbing maintenance supplies & services; Roofing services; Excavation; Excavation; Building maintenance & services; Painting supplies & services; Plumbing maintenance supplies & services; Roofing services
a1GOd000005AyeLMAS,001Od00000WmX7SIAV,OFFER FABRICATIONS PTY LTD,Registered,No,No,,$50K to $500K,1,Corporation (Pty Ltd),Steel Fabrication; Steel Fabrication; Metal fabrication & welding; Steel Fabrication; Metal fabrication & welding; Steel Fabrication; Metal fabrication & welding
a1GOd000005C9ZJMA0,001Od00000WySIMIA3,Downunder Bunkers,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Fire equipment & maintenance services; Underground services; Sheds & shelters & shade structures; Underground services; Bushfire mitigation; Fire equipment & maintenance services; Fire systems
a1GOd000005DJ1xMAG,001Od00000XAqKGIA1,FIRST NATIONS PARTNERS PTY. LTD.,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,3,Corporation (Pty Ltd),Aboriginal artefacts; Abrasive blasting and powder coating; Steel Fabrication; Steel products; Steel Fabrication; Abrasive blasting and powder coating; Janitorial & cleaning products; Aboriginal artefacts; Abrasive blasting and powder coating; Steel products; Steel Fabrication; Abrasive blasting and powder coating; Janitorial & cleaning products; Aboriginal artefacts; Abrasive blasting and powder coating; Steel Fabrication; Steel products; Steel Fabrication; Abrasive blasting and powder coating; Janitorial & cleaning products
a1GOd000005AOEHMA4,001Od00000WOWivIAH,K ELLA & S MILINOVIC,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Partnership,Other maintenance & services; Painting supplies & services; Road line marking; Paint; Road line marking; Building maintenance & services; Other maintenance & services; Painting supplies & services
a1GOd000005FU1JMAW,001Od00000XI4f1IAD,V & I Homes,Registered,No,No,QLD,$0 to $50K,4,Incorporated Joint Venture,Modular homes & cabins & huts; Modular homes & cabins & huts; Modular homes & cabins & huts
a1GOd000005J17BMAS,001Od00000XlMWoIAN,TOTAL FLOOR PREP SOLUTIONS,Registered,No,No,"NSW, QLD",$50K to $500K,0,Sole Trader,Demolition services; Demolition services; Grinding & machining
a1G8w000000621wEAA,0018w000004n4mxAAA,YABAA GROUP PTY LTD,Certified,No,No,,$1M to $5M,11,Corporation (Pty Ltd),Road line marking; Road line marking; Transport planning & traffic engineering; Traffic management & control services; Building maintenance & services; Road signs
a1G7F000002fqshUAA,0017F00002OSxhzQAD,PENFAB PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Abrasive blasting and powder coating; Specialised Industrial Coating Application; Steel Fabrication; Steel Fabrication; Drafting services; Abrasive blasting and powder coating; Specialised Industrial Coating Application; Metal fabrication & welding; Steel Fabrication; Drafting services; Abrasive blasting and powder coating; Specialised Industrial Coating Application; Metal fabrication & welding; Abrasive blasting and powder coating; Specialised Industrial Coating Application; Steel Fabrication; Steel Fabrication; Drafting services; Abrasive blasting and powder coating; Specialised Industrial Coating Application; Metal fabrication & welding
a1GOd000005swddMAA,001Od00000byhYAIAY,AKUNA SERVICES GROUP PTY LTD,Registered,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Irrigation & watering systems; Plumbing maintenance supplies & services; Excavation; Excavation; Traffic management & control services; Plumbing maintenance supplies & services; Stormwater and sewage connections; Irrigation & watering systems; Excavation; Traffic management & control services; Plumbing maintenance supplies & services; Stormwater and sewage connections; Irrigation & watering systems; Plumbing maintenance supplies & services; Excavation; Traffic management & control services; Plumbing maintenance supplies & services; Stormwater and sewage connections; Irrigation & watering systems; Plumbing maintenance supplies & services; Excavation; Excavation; Traffic management & control services; Plumbing maintenance supplies & services; Stormwater and sewage connections
a1GOd000006WjzRMAS,001Od00000dCeOfIAK,DUBBO BOBCAT HIRE AND SLASHING,Registered,No,No,,$0 to $50K,2,Sole Trader,Arborists & tree services; Mowing & slashing services; Land management services; Land management services; Earthworks; Bushfire mitigation; Arborists & tree services; Mowing & slashing services; Land management services; Earthworks; Bushfire mitigation
a1GOd000006LeevMAC,001Od00000dCmp3IAC,BELLEHARA RURAL PTY LTD,Registered,No,No,"SA, NSW, VIC",$50K to $500K,2,Corporation (Pty Ltd),Weed control & management; Livestock; Fencing; Pest control; Fencing supplies & services; Fencing supplies & services; Fencing; Pest control; Livestock; Weed control & management; Fencing; Pest control; Fencing supplies & services; Fencing supplies & services; Fencing; Pest control
a1GOd000006VWmXMAW,001Od00000ZkYQnIAN,DAMBART BILYA LAND CARE,Registered,No,No,WA,$0 to $50K,1,Sole Trader,Feral animal management services; Pest control; Land management services; Land management services; Pest control
a1GOd00000762PhMAI,001Od00000dsjhiIAA,Breeze Concreting,Registered,No,No,"NSW, QLD",$50K to $500K,1,Sole Trader,Concreting; Excavation; Steel Fabrication; Structural formwork; Excavation; Steel Fabrication; Structural formwork; Concreting; Tipper truck hire; Excavation; Steel Fabrication; Structural formwork; Concreting; Tipper truck hire
a1GOd000006vTeYMAU,001Od00000erWduIAE,john wood excavations,Registered,No,No,,$50K to $500K,1,Sole Trader,Excavation; Excavation; Tipper truck hire
a1GOd000006pAjRMAU,001Od00000fK52LIAS,ALL IN DIESEL PTY LTD,Registered,No,No,"NSW, NT, VIC, WA",$50K to $500K,1,Corporation (Pty Ltd),Road repair truck; Road repair truck; Testing & tagging; Mechanical plant equipment; Mechanical services & installation; Vehicle mechanical repairs; Road repair truck; Testing & tagging; Mechanical plant equipment; Mechanical services & installation; Vehicle mechanical repairs; Road repair truck; Road repair truck; Testing & tagging; Mechanical plant equipment; Mechanical services & installation; Vehicle mechanical repairs
a1GOd000006vHQTMA2,001Od00000fkCD5IAM,SMANS MANUFACTURING GROUP PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Corporation (Pty Ltd),Steel Fabrication; Welders & metal fabrication products & services; Steel Fabrication; Welders & metal fabrication products & services; Maintenance support; Signs & banners; Playground inspection & maintenance services; Steel Fabrication; Welders & metal fabrication products & services; Steel Fabrication; Welders & metal fabrication products & services; Maintenance support; Signs & banners; Playground inspection & maintenance services
a1GOd00000714VOMAY,001Od00000g1A8UIAU,PRIMAHL GROUP PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Underground services; Underground services; Underground services; Underground services; Underground services
a1G7F000001hZqRUAU,0017F000021sPQYQA2,Amaroo Mining and Civil Pty Ltd,Registered,No,No,,$1M to $5M,4,Corporation (Pty Ltd),Concreting; Aggregates; Concrete & cement products; Concreting; Mining services; Transportation services; Concreting; Aggregates; Concrete & cement products; Concreting; Mining services; Transportation services
a1G7F000000CKk0UAG,0017F00001muNUdQAM,GLENELLA QUARRY PTY LTD,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,5,Corporation (Pty Ltd),Aggregates; Bricks & blocks; Quarry products; Sand & soils; Minerals and ores and metals
a1G8w0000005W53EAE,0018w000004YSR2AAO,ED-ROY CONTRACTING PTY LTD,Registered,No,No,,$500K to $1M,4,Corporation (Pty Ltd),Aggregates; Sand & soils; Excavators hire; Skid steer loader hire; Tipper truck hire
a1G8w0000005fR7EAI,0018w000004cGlnAAE,S & L KELLY TRANSPORT PTY LTD,Registered,No,No,,$500K to $1M,3,Corporation (Pty Ltd),Aggregates
a1GOd000003j5HxMAI,001Od00000KDvV0IAL,ULLADULLA SAND & SOIL PTY LTD,Registered,No,No,NSW,$50K to $500K,2,Corporation (Pty Ltd),Harvesting & haulage; Aggregates; Sand & soils; Transportation services
a1G8w0000005DdLEAU,0018w00000313RCAAY,YUWAJI - KARI BITUMEN SERVICES PTY LTD,Registered,No,No,NT,$50K to $500K,3,Corporation (Pty Ltd),Asphalt & bitumen; Profiler or milling machines hire; Profiler or milling machines purchase
a1GOd0000039sNdMAI,001Od00000ELldQIAT,GIRRI BIRRANG QUARRIES & LOGISTICS PTY LTD,Certified,No,No,"NSW, VIC",$5M to $10M,2,Corporation (Pty Ltd),Asphalt & bitumen; Quarry products; Crushing & screening services; Logistics; Waste collection & disposal
a1GOd000003A82bMAC,001Od00000EUuBDIA1,TREEFROG TRANSPORT PTY LTD,Registered,No,No,"NSW, QLD",$500K to $1M,5,Corporation (Pty Ltd),Asphalt & bitumen; Tipper truck hire
a1GOd000003UlEHMA0,001Od00000GTYurIAH,APEX AUSTRALIAN MATERIALS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,0,Corporation (Pty Ltd),Asphalt & bitumen; Concrete & cement products; Steel products; Timber products; Asphalt & bitumen; Concrete & cement products; Steel products; Timber products
a1GOd000004WdvBMAS,001Od00000Te1KxIAJ,EGK HAULAGE PTY LTD,Registered,No,No,,$50K to $500K,1,Corporation (Pty Ltd),Asphalt & bitumen; Tipper truck hire
a1G8w00000064dnEAA,0018w000004jtcsAAA,NATHAN LUKE WALKER,Registered,No,No,QLD,$50K to $500K,4,Sole Trader,Bricks & blocks
a1GOd0000031NSHMA2,001Od00000BFgbhIAD,DWAYNE WEST,Registered,No,No,,$50K to $500K,2,Sole Trader,Brick laying; Bricks & blocks; Brick laying
a1GOd000006qLjFMAU,001Od00000fP7GRIA0,RAFTT-X Masonry Pty Ltd,Registered,No,No,QLD,$0 to $50K,1,Corporation (Pty Ltd),Brick laying; Bricks & blocks; Brick laying; Brick laying; Bricks & blocks; Brick laying
a1G7F000000SlipUAC,0017F00000ivcJKQAY,Hughes Family Transport PTY LTD,Certified,No,No,NSW,$50K to $500K,2,Corporation (Pty Ltd),Concrete & cement products; Road freight; Transportation services
a1G7F000000SlbrUAC,0017F00000ivcaLQAQ,Christopher John Thomas,Registered,No,No,WA,$50K to $500K,1,Sole Trader,Landscaping; Other maintenance & services; Concrete & cement products; Landscaping; Other maintenance & services; Engraving; Grinding & machining
a1G7F0000003QVrUAM,0017F00001XovnQQAR,Canberra Concrete Resurfacing,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Sole Trader,Concreting; Paving supplies & services; Concrete & cement products; Floor coverings; Building maintenance & services; Concreting; Paving supplies & services
a1G8w0000004rePEAQ,0018w000002rVoyAAE,JUMU PRECAST PTY LTD,Registered,No,No,,$50K to $500K,3,Corporation (Pty Ltd),Concrete & cement products
a1G8w0000005cMnEAI,0018w000004YYYRAA4,DMB INSTALLATIONS PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,15,Corporation (Pty Ltd),Concrete & cement products; Renewable energy
a1GOd000003G8kfMAC,0018w000002XJozAAG,B&C CONCRETE SERVICES PTY LTD,Registered,No,No,QLD,$1M to $5M,7,Corporation (Pty Ltd),Concrete & cement products; Excavators hire; Tipper truck hire
a1GOd000003KnE9MAK,001Od00000FlfGyIAJ,Darwin Spray Pave,Registered,No,No,NT,$50K to $500K,1,Sole Trader,Concrete & cement products; Paving machine (concrete & asphalt machines) hire
a1GOd00000428QbMAI,001Od00000O64xpIAB,Property Services NT,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Mowing & slashing services; Concrete & cement products; Commercial cleaning
a1GOd000006b2YsMAI,001Od00000PlLpDIAV,MUNDA PULI CONCRETE PTY LTD,Registered,No,No,"SA, NT",$0 to $50K,4,Corporation (Pty Ltd),Concrete & cement products; Paving machine (concrete & asphalt machines) hire; Concrete & cement products; Paving machine (concrete & asphalt machines) hire
a1G8w0000004P0KEAU,0018w000002WJsjAAG,NORTHAM DISTRICTS GLASS PTY LTD,Registered,No,No,,$1M to $5M,6,Corporation (Pty Ltd),Glazing supplies & services; Doors & windows & glass; Glazing supplies & services; Security & personal safety services
a1G8w00000058RuEAI,0018w000002s0xjAAA,ELM PROJECTS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,8,Corporation (Pty Ltd),Doors & windows & glass; Manufacturing services
a1G8w0000005wEPEAY,0018w000004b8Q8AAI,The Trustee for SN Dwyer Family Trust,Certified,No,No,,$50K to $500K,2,Trust,Doors & windows & glass; Doors & windows & glass
a1G8w0000005yigEAA,0018w000004mZ5HAAU,Actel Enterprises Pty Ltd,Certified,No,No,"ACT, SA, NSW, NT, VIC, QLD, WA",$500K to $1M,5,Corporation (Pty Ltd),Window security film; Window tinting & frosting; Doors & windows & glass; Window security film; Window tinting & frosting; Window cleaning
a1GOd0000043tfBMAQ,001Od000009jex1IAA,Taarna Enterprises Aboriginal Corporation,Registered,No,No,NT,$1M to $5M,22,Aboriginal Corporation (Registered with ORIC),Glazing supplies & services; Doors & windows & glass; Glazing supplies & services; Glazing supplies & services; Doors & windows & glass; Glazing supplies & services
a1GOd0000031iZxMAI,001Od00000CKgypIAD,M LIDDELL & S.A LIDDELL,Registered,No,No,NSW,$500K to $1M,2,Partnership,Other maintenance & services; Painting supplies & services; Doors & windows & glass; Building maintenance & services; Other maintenance & services; Painting supplies & services; Grounds maintenance
a1GOd000003hH2HMAU,001Od00000Ji68gIAB,"SLOANE, BENJAMIN DYLAN",Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Carpentry & joinery services; Glazing supplies & services; Doors & windows & glass; Carpentry & joinery services; Glazing supplies & services; Glassware
a1GOd000003rji1MAA,001Od00000HRUQCIA5,S & M CURTIS GLASS AND MAINTENANCE,Registered,No,No,,$50K to $500K,2,Sole Trader,Doors & windows & glass
