supplier_profile_id,account_id,name,certified,indigenous_marketplace,services_all_australia,states,annual_revenue,employees,ownership_structure,services
a1GOd000004JoTRMA0,001Od00000R2H5FIAV,THE ETHICAL ASSISTANT,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Academic research; Administration services
a1G2t000000ecO9EAI,0012t000004ZDWOAA4,The Trustee for TMSM Group Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Cultural competence training and programs; Early childhood education; Mentoring and coaching; Primary & high school education; Specialised educational services; Cultural competence training and programs; Early childhood education; Mentoring and coaching; Primary & high school education; Specialised educational services
a1G2t000000eZmhEAE,0012t000005a8IOAAY,The Trustee for Riversands Discretionary Trading Trust No.2,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,10,Trust,Building management and controls services; Facilities management services; Caretaker services; Property management services; Real estate agent services
a1G2t000000eGq4EAE,0012t0000036vAAAAY,The Trustee for Thread Group Australia Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$5M to $10M,15,Trust,Clothing design; Uniforms & corporate wardrobe; Workwear; Personal protective equipment (ppe); Protective clothing
a1GOd000004FSHqMAO,001Od00000PAXh5IAH,THE AWAKENING JOURNEY,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Books; Books
a1G7F000001RWtMUAW,0017F000017zjlYQAQ,The Fernery Co,Registered,Yes,No,"NSW, QLD",$50K to $500K,1,Sole Trader,Corporate events services; Cultural events services; Floral arrangements & bouquets; Florist & floristry; Flowers & gifts
a1G7F0000003Q1GUAU,0017F00001WNTNFQA5,The Trustee for McLachlan Family Trust,Registered,No,No,QLD,$50K to $500K,1,Trust,Vehicle driving schools services
a1G7F0000002JkIUAU,0017F00001GqnJJQAZ,BEAUTIFUL DESIGNS BY THE SEA,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Soft furnishings; Handbags; Personal care products; Skin care products; Soap
a1G8w0000005aAlEAI,0018w000004XE58AAG,The Trustee for Saunders Family Trust,Registered,No,No,,$50K to $500K,2,Trust,Abrasive blasting and powder coating
a1GOd000004ELdNMAW,0017F00001amV6wQAE,The Trustee for Yamashita Family Discretionary Trust,Registered,No,No,,$500K to $1M,2,Trust,Air-conditioning maintenance services; Air-conditioning systems; Refrigeration
a1G7F000000SlrAUAS,0017F00000iviG3QAI,The Rook and Raven,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Professional artists; Graphic design; Metal fabrication & welding; Other signage & sign writing
a1G7F000000SlWkUAK,0017F00000ivcbNQAQ,The Trustee for Ellsea Unit Trust,Registered,No,No,WA,$1M to $5M,3,Trust,Branded stationery; Business cards; Invitations & announcements; Managed printing services; Promotional items
a1G7F000002g9inUAA,0017F00002R6KslQAF,THE ARK CLOTHING CO.,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$5M to $10M,50,Corporation (Pty Ltd),Clothing design; Fabrics; School uniforms; Uniforms & corporate wardrobe; Workwear
a1GOd000002ffFmMAI,001Od000001ZT8SIAW,The Wright Way Pest Management,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Pest control
a1GOd000004BevtMAC,001Od00000Q0daXIAR,The Trustee for Blak Ignited Mudgin Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Cultural awareness training; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; Mentoring and coaching
a1GOd0000048lx7MAA,001Od000009f0gmIAA,The Brown Bear Eatery,Registered,No,No,TAS,$500K to $1M,4,Sole Trader,Corporate events services; Catering services; Meeting catering services; Other food & beverage; Corporate gifts
a1GOd0000048aLlMAI,0018w000004kZZAAA2,The Trustee for Boulton Family Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,0,Trust,Electrical services; Lighting & light poles; Uninterruptible power supplies; Power stations & substations; Telecommunication services; Electrical services; Lighting & light poles; Uninterruptible power supplies; Power stations & substations; Telecommunication services; Electrical services; Lighting & light poles; Uninterruptible power supplies; Power stations & substations; Telecommunication services
a1GOd0000045T0fMAE,0018w000004da9bAAA,The Trustee for XPRESS FREIGHT MANAGEMENT TRUST,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,125,Trust,Road freight; Warehousing & storage services
a1G7F000000SlhAUAS,0017F00000ivcdjQAA,The Anna Centre Pty Ltd,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,11,Corporation (Pty Ltd),Adult & community education programs; Mental Health First Aid Training; Training & development; Training delivery & facilitation; Employee assistance programs (EAP)
a1GOd0000044ybBMAQ,001Od00000OPy6YIAT,The Trustee for GLASGOW FAMILY TRUST,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Medical & industrial gases; Medical equipment & accessories & supplies; Medical & industrial gases; Medical equipment & accessories & supplies
a1G7F0000003NgtUAE,0017F00000ivcUVQAY,The Trustee for Fielding Family Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,5,Trust,Fine arts; Professional artists; NAIDOC products & services; Graphic design; Branding; Merchandise
a1G8w0000004uQsEAI,0018w000002rbznAAA,The Trustee for Handy Hands Investment Trust,Registered,No,No,WA,$500K to $1M,20,Trust,Weed control & management; Pool chemicals; Indoor plant services; Grounds maintenance
a1G8w00000055UBEAY,0012t000007533LAAQ,The Trustee for HARMAY TRUST,Registered,No,No,"ACT, NSW",$1M to $5M,9,Trust,Electrical services; Photovoltaic systems; Solar power; Electrical & lighting maintenance supplies & services; Security & cctv systems & maintenance
a1G8w0000004NMBEA2,0018w000002W672AAC,The Trustee for EPA Trust,Registered,No,No,"SA, WA",$50K to $500K,4,Trust,Labour hire; Van hire or purchase
a1GOd000002TtWEMA0,001Od000007evEzIAI,The Trustee for Tip Skip Trailers,Registered,No,No,,$0 to $50K,2,Sole Trader,Equipment hire
a1G7F000000SloRUAS,0017F00000ivi8WQAQ,The Trustee for Manbiri Trust trading as F45 Training East Perth,Registered,No,No,WA,,4,Trust,Fitness programs & services; Gymnasium & fitness equipment
a1G7F000000vAZoUAM,0017F00001hH8TCQA0,The trustee for KRED Enterprises Charitable Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,2,Trust,Governance training; Management consulting & consultants; Environmental impact assessments; Environmental management; Heritage advisory services
a1GOd000003X7VdMAK,001Od00000HuXcEIAV,The Trustee for Mullins Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,2,Trust,Aboriginal artefacts; Aboriginal artefacts
a1GOd000003WloTMAS,001Od00000I1ImvIAF,The Trustee for Monley Family Trust,Registered,No,No,,$50K to $500K,1,Trust,Electrical equipment & components & supplies; Electrical services; Electrical wire & cable & harness; Electrical wire management devices & accessories; Electrical & lighting maintenance supplies & services
a1GOd000003USgHMAW,001Od00000HMpbaIAD,The Trustee for HSEQ Logic Unit Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Management consulting & consultants; Risk management; Workplace health & safety services
a1G7F0000002sSVUAY,0017F00001KkxVPQAZ,The Trustee for REMBIZ Family Trust,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,10,Trust,Bookkeeping; Administration services
a1G2t000000fGGXEA2,0012t000008FezWAAS,THE TRUSTEE FOR FLYNN FAMILY TRUST,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,8,Trust,Arborists & tree services; Horticulture; Mowing & slashing services; Pesticide & herbicide spraying; Weed control & management
a1G8w0000004sjNEAQ,0018w000002rnZ7AAI,The Trustee for Egan Business Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,New business and start up consultation; Leadership development & coaching; Mentoring and coaching; Training & development
a1G8w0000004DUTEA2,0018w000002OMzQAAW,The Trustee for Mabaigal Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Youth services; Cultural awareness training; Cultural competence training and programs; Aboriginal Cultural and Heritage Mapping; Textile dyeing & weaving workshops; Youth services; Cultural awareness training; Cultural competence training and programs; Aboriginal Cultural and Heritage Mapping; Textile dyeing & weaving workshops
a1GOd0000033AIrMAM,001Od00000CkiiNIAR,The Trustee for Beyond Behaviour Family Trust,Registered,No,No,QLD,$500K to $1M,2,Trust,Adoption & foster care services; Counselling services; Home & community care (hacc) services; Out of home care (oocc) services; Aboriginal Cultural and Heritage Mapping; Adoption & foster care services; Counselling services; Home & community care (hacc) services; Out of home care (oocc) services; Aboriginal Cultural and Heritage Mapping
a1G7F000001hINQUA2,0017F00001xId84QAC,The Trustee for Adelaide Ocean Safari Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Vessel charter
a1GOd000003CK4TMAW,001Od00000Dv0f6IAB,THE JUMMI FACTORY PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Skin care products
a1GOd0000037ZaPMAU,001Od00000DsawoIAB,THE LEASING LANE PTY LTD,Certified,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Real estate agent services
a1G7F0000003Jq9UAE,0017F00000oYu2XQAS,The Trustee for Liddell Family Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Employment & workplace programs; Business etiquette instructional materials; Cultural awareness training; Labour hire; Recruitment
a1GOd000002ynRJMAY,001Od00000BQGEJIA5,The Trustee for NATS,Registered,No,No,WA,Over $10M,6,Trust,Procurement services; Transportation services
a1G7F000001RQAzUAO,0017F00001k4KDKQA2,The Trustee for Holten Enterprises Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Building repair services; Handyman services; Market research services; Market surveys; Marketing services
a1G2t000000fSqNEAU,0017F00000qoKm5QAE,The Napa Unit Trust,Registered,No,No,,$50K to $500K,11,Trust,Car detailing & painting; Vehicle accessories; Vehicle body parts & repairs; Vehicle mechanical repairs
a1GOd000002viMXMAY,0018w000002uxRIAAY,The Trustee for Bangal Family Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Trust,Management consulting & consultants
a1G2t000000eEyaEAE,0017F00002R6l5uQAB,CLOTHING THE GAPS PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,4,Corporation (Pty Ltd),Clothing design; Clothing design
a1G7F000000SmcGUAS,0017F00000ivccxQAA,The Trustee for NatMir Family Trust,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,5,Trust,Advertising: internet; Advertising: print; Graphic design; Branding; Managed printing services
a1G7F000000SmYmUAK,0017F00000oVBoXQAW,The Trustee for Callaghan Cultural Consultancy Trust,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,1,Trust,Business & strategic planning services; Vocational education & training; Budget preparation or review services; Business & strategic planning services; Vocational education & training; Budget preparation or review services
a1G7F000000SmTWUA0,0017F00000iwPuGQAU,The Digital Factory Pty Ltd,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Advertising: television; Video production & editing services; elearning services & solution
a1G7F0000002GRLUA2,0017F00000ivccAQAQ,The Trustee for Kirra Services Unit Trust,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,4,Trust,Audio visual equipment; Computer hardware; Computer software; Website development & hosting services; Recruitment
a1G7F0000002KgpUAE,0017F00001DxeHBQAZ,The Eminent Group Unit Trust,Certified,No,No,NSW,$50K to $500K,3,Trust,Electrical equipment & components & supplies; Electrical services; Switchboards & switchgear; Audio visual equipment; Security & cctv systems & maintenance
a1GOd0000027zdWMAQ,001Od000003GxK9IAK,THE BOSS BOXING AUSTRALIA PTY LTD,Registered,No,No,QLD,$50K to $500K,1,Corporation (Pty Ltd),Disability support services; Adult & community education programs; Cultural competence training and programs; Sport & recreation services; Sports coaching services
a1G2t000000eHikEAE,0012t000003yMcuAAE,THE NATIVE CO AUSTRALIA PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Dry goods; Fresh fruit & vegetables; Milk & dairy products; Nuts & seeds; Gift bags and hampers
a1GOd000001gZooMAE,001Od000003eAoYIAU,The Trustee for WWS Contracting Trust,Registered,No,No,NSW,$50K to $500K,4,Trust,Pipe & tank cleaning; Transportation services; Pipe & tank cleaning; Pipe & tank cleaning; Transportation services
a1GOd000000y5JNMAY,001Od0000031V0FIAU,The Trustee for PREMIER FAMILY TRUST,Registered,No,No,VIC,$500K to $1M,1,Trust,Transportation services
a1GOd000000fXo4MAE,001Od0000020VnpIAE,The Trustee for First Nations Removals And Storage,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,6,Trust,Logistics; Transportation services; Ground transport logistics; Tour logistics
a1GOd000000ZAkUMAW,0018w000004tLaRAAU,The Trustee for Millard 2 Trust,Registered,No,No,NSW,$5M to $10M,25,Trust,Vehicle inspection services; Tyres; Vehicle batteries; Vehicle mechanical repairs
a1G7F000000SlmsUAC,0017F00000ivi6wQAA,The Trustee for Coppins Family Trust,Registered,No,No,,$50K to $500K,3,Trust,Vessel charter; Tours & tour operations
a1G8w00000069RMEAY,0018w000004tqmrAAA,DOT THE I PROFESSIONAL SERVICES,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Management consulting & consultants; Writing & editorial services
a1G8w0000004SzREAU,0012t00000BUfZQAA1,The Trustee for Reimco Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Trust,Coffee & tea; Coffee machinery & maintenance services
a1G8w00000066TwEAI,0018w000004ihmvAAA,The Trustee for H & J Bray Trust,Registered,No,No,SA,$50K to $500K,2,Trust,Painting supplies & services
a1G8w0000005rIrEAI,0018w000004iPAFAA2,The Trustee for Rosalie Promotions Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,2,Trust,Promotional items; Gift bags and hampers; Branded apparel and clothing; Custom textile designs; Uniforms & corporate wardrobe
a1G8w0000005quTEAQ,0018w000004eJ5MAAU,THE INDIGENUITY LAB PTY LIMITED,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Landscaping design & architecture services; Business & strategic planning services; Management consulting & consultants; Training delivery & facilitation; Communications services
a1G8w0000005pvVEAQ,0012t000009yUl7AAE,The Trustee for Tjallara - Hovane Family Trust,Registered,No,No,"NT, WA",$50K to $500K,2,Trust,Community & social services; Counselling services; Academic research; Adult & community education programs; Human health risk assessment; Community & social services; Counselling services; Academic research; Adult & community education programs; Human health risk assessment; Community & social services; Counselling services; Academic research; Adult & community education programs; Human health risk assessment
a1G7F000002gmE4UAI,0017F00002ShsEIQAZ,The Trustee for Gutbiome Business Trust t/as Gutbiome,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,NAIDOC products & services; Alternative & holistic medicine; Medical equipment & accessories & supplies; Paramedical services; Pharmacy services
a1G8w0000005gdeEAA,0018w000004bycVAAQ,The trustee for Streeter Family Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Trust,First aid training; Specialised educational services; Training & development; Training delivery & facilitation; Vocational education & training
a1G8w0000005bptEAA,0018w000004b7DdAAI,The Trustee for Hale & Cara Gordon Family Trust,Registered,No,No,NSW,$1M to $5M,9,Trust,Electrical services; Power generation systems; Solar power; Data cabling services; Electrical & lighting maintenance supplies & services
a1G8w0000005QxyEAE,0018w000004TI9AAAW,The Trustee for Dusty Nuts Trust,Registered,No,No,QLD,$50K to $500K,2,Trust,Vehicle towing services
a1G8w0000004yaqEAA,0018w000002pu4cAAA,The Trustee for Abbott and Atherton UnitTrust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,4,Trust,Mining services
a1G8w0000004reeEAA,0012t00000BV8jDAAT,THE CNR CELLARS PTY LTD,Registered,No,No,,$50K to $500K,1,Corporation (Pty Ltd),Catering services; Wine
a1G8w0000004pcfEAA,0018w000002puDZAAY,Mine the Sky,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Diversity and inclusion programs; Specialised educational services; Renewable energy
a1G8w0000004eIPEAY,0018w000002cU2JAAU,THE MURRURUNDI COLLECTIVE PTY LTD,Registered,No,No,NSW,$50K to $500K,1,Corporation (Pty Ltd),Food & weekend markets
a1G8w0000004dnuEAA,0018w000002iQZKAA2,The Trustee for Career Co Australia Trading Trust,Certified,No,No,SA,$500K to $1M,4,Trust,Employment & workplace programs; Employment digital platform; Pre-employment screening; Recruitment
a1G8w0000004SCJEA2,0018w000002YFjqAAG,The trustee for Carter & Osborne Unit Trust,Certified,No,No,NSW,Over $10M,45,Trust,Electrical services; Switchboards & switchgear; Data cabling services; Communications services; Security services & equipment
a1G8w0000004DxBEAU,0018w000002RUVGAA4,THE PERFORMANCE CODE PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Business & strategic planning services; Leadership development & coaching; Mentoring and coaching; Training & development; Communications services
a1G2t000002THsyEAG,0012t00000BUuAhAAL,THE DREAMING FOOD GROUP PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Bush tucker; Food for resale; Other food & beverage; Manufacturing services; Bush tucker; Food for resale; Other food & beverage; Manufacturing services
a1G2t000002THDbEAO,0012t00000BTJLqAAP,ROLLING WITH THE PUNCHES,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Alcohol & drug treatment services; Adult & community education programs; Mentoring and coaching; Specialised educational services; Mental health services
a1G7F000000SlneUAC,0017F00000ivi7iQAA,The Trustee for DEE JAY GEM FAMILY TRUST,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Human resources development
a1G2t000002TCliEAG,0017F00002R6S2FQAV,The trustee for Ranby Family Trust,Registered,No,No,"NSW, QLD",$500K to $1M,2,Trust,Building maintenance & services; Excavators hire; Plant & equipment disposal; Trucks hire; Metal waste & scrap collection
a1G7F000002gFR0UAM,0017F00002PGm9WQAT,The Trustee for Bridgewater Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Business & strategic planning services; Management consulting & consultants; Policy review and evaluation; Risk management; Data services
a1G7F000002e7X8UAI,0017F000022V1kKQAS,The Trustee for Aak-ither Unit Trust,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Management consulting & consultants; Cultural awareness training; RAP implementation and assistance; Training delivery & facilitation; Human resources development; Management consulting & consultants; Cultural awareness training; RAP implementation and assistance; Training delivery & facilitation; Human resources development
a1G7F0000003QWGUA2,0017F00000soVUfQAM,The Trustee for Harris Family Trust,Registered,Yes,No,,$50K to $500K,1,Trust,Air conditioning maintenance & services; Data cabling services; Electrical & lighting maintenance supplies & services
a1G7F0000002Ho2UAE,0017F00001GnsWLQAZ,The Contract Option,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Procurement services; Project management; Risk management; Supply chain training & management; Monitoring & evaluation
a1G2t000000fYkLEAU,0012t000009DQ7VAAW,The Trustee for Ice Cream Productions Unit Trust,Certified,No,No,"ACT, NSW, WA",$50K to $500K,2,Trust,Advertising: television; Publishing; Video production & editing services; Community events; Event management
a1G7F000000SlehUAC,0017F00000ivcWCQAY,The Koorie Circle,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Sole Trader,Professional artists; Graphic design; Uniforms & corporate wardrobe; Merchandise; Professional artists; Graphic design; Uniforms & corporate wardrobe; Merchandise
a1G7F000002gKtxUAE,0017F00002RnYuJQAV,THE WIRINGULLA GROUP PTY LIMITED,Registered,No,No,,$500K to $1M,3,Corporation (Pty Ltd),Labour hire; Temporary personnel services
a1G7F000000SlpfUAC,0017F00000iviCwQAI,The Trustee for Reading Family Trust,Registered,No,No,WA,,3,Trust,
a1G7F000000SlbQUAS,0017F00000ivcQWQAY,The Trustee for Marr-Grogan Family Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Professional artists; Professional artists
a1G7F000000SlaEUAS,0017F00000ivcaAQAQ,The Trustee for Queensland Signage Solutions Unit Trust,Registered,Yes,No,QLD,$1M to $5M,9,Trust,Engraving; Council signage; Digital signage; Safety signs; Signs & banners
a1G7F000000SlXdUAK,0017F00000ivi9gQAA,The Trustee for Becker Bus Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",,6,Trust,
a1G7F000000O0ZKUA0,0017F00001d1yEfQAI,The Trustee for DKLT Family Trust,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Circuit breakers & fuses; Electrical services; Electrical wire & cable & harness; Solar power; Electrical & lighting maintenance supplies & services
a1G7F000000C6C9UAK,0017F00001hiW1aQAE,THE TRUSTEE FOR KEIP TRUST,Registered,No,No,WA,$50K to $500K,1,Trust,Plumbing maintenance supplies & services; Water treatment services
a1G2t000002TBUvEAO,0012t00000A0eGJAAZ,The Trustee for Karti Services Unit Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Archaeological survey; Environmental & heritage services; Heritage advisory services
a1G2t000000fApgEAE,0012t000008DnO1AAK,The Trustee for Jeanie Resources Family Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Flowers & gifts; Gift bags and hampers; Tourism; Tours & tour operations
a1G2t000000f2ecEAA,0012t000007YRvNAAW,Tricksta the Barista,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Café; Catering services; Food for resale; Food trucks; Coffee & tea
a1G2t000000elt6EAA,0012t000006Wc3iAAC,The Trustee for Westbrook Family Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,6,Trust,Radio & wireless communication products; Manufacturing services; Automotive workshop supplies & services; Fleet management services; Vehicle accessories
a1G2t000000eiwREAQ,0012t000006ARV9AAO,THE SCALE INSTITUTE PTY LTD,Certified,No,No,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Business & strategic planning services; Management consulting & consultants; New business and start up consultation; Leadership development & coaching; Training & development
a1G2t000000eWBxEAM,0012t000003xithAAA,Delivering The Finest Electrical,Registered,No,No,QLD,$50K to $500K,2,Sole Trader,Circuit breakers & fuses; Electrical services; Electrical wire & cable & harness; Lamps & light bulbs; Switchboards & switchgear
a1G2t000000eUdkEAE,0012t0000059t67AAA,The Trustee for G C HAEREWA FAMILY TRUST,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,4,Trust,Café; Catering services; Meeting catering services; Coffee & tea
a1G2t000000eGiPEAU,0012t0000040GDmAAM,The Trustee for Traveland Albany Unit Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,4,Trust,Ticketing services
a1G2t000000eavzEAA,0012t000005ZMPzAAO,THE GOANNA ACADEMY PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Mental health services
a1G7F000000SlVlUAK,0017F00000ivcUpQAI,The Trustee for Coolamon Advisors Unit Trust,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,12,Trust,Business & strategic planning services; Management consulting & consultants; Project management; Event management & production services; Human resources development
a1G7F000001hMCUUA2,0017F00001xLO4aQAG,THE GEEK SHED PTY LTD,Registered,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Security & cctv systems & maintenance; Security services & equipment
a1G7F000000SlfoUAC,0017F00000ivcU7QAI,The Trustee for Top End Imports Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,2,Trust,Fishing products; Oil & gas drilling & exploration equipment; Well drilling & operation equipment; Protective clothing; Marine accessories
a1G2t000000eiPcEAI,0012t000006A6t2AAC,The Trustee for Orana Fashion Business College Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Trust,Tertiary education; Vocational education & training
a1G2t000000fVXJEA2,0012t000004buH6AAI,The Trustee for VILLAFLOR FAMILY TRUST,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Business & strategic planning services; Community and business development; Management consulting & consultants; New business and start up consultation; Project management
a1G7F000002eXg2UAE,0017F00001pOcVvQAK,The Trustee for Kada Kada Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Manufacturing services; Office furniture; Outdoor furniture; Park furniture; Soft furnishings
a1G7F000000SlqbUAC,0017F00000iviHuQAI,The Mary G Foundation,Registered,No,No,WA,$500K to $1M,4,Not-for-Profit (NFP),Professional artists; Community events; Cultural events services; Entertainers & performers; Entertainment & amusement services
a1G7F000000SllHUAS,0017F00000iviJZQAY,The Trustee for Shane's Trust,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Condiments & sauces; Confectionary & snacks
a1G2t000000f4yyEAA,0017F00002MtlbrQAB,THE DIDGERALIA TRUST,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Didgeridoos; Community and business development; Cultural awareness training; Cultural events services; Tourism development consulting services; Didgeridoos; Community and business development; Cultural awareness training; Cultural events services; Tourism development consulting services
a1G7F000000SlWmUAK,0017F00000ivcbPQAQ,The Trustee for JJJ Hire Trust,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Trust,Bobcat hire; Excavators hire; Generators hire; Graders hire; Lighting equipment hire
