"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE11c.4","2020-21","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","3692","np","140","np","388","np","0","4","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Proportion","","Aboriginal and Torres Strait Islander young people","Court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","52.6","np","72.4","np","np","np","80.0","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Proportion","","Aboriginal and Torres Strait Islander young people","Non-court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","47.5","np","27.6","np","np","np","25.3","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Proportion","","Non-Indigenous young people","Court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","25.5","np","48.4","np","np","np","53.7","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Proportion","","Non-Indigenous young people","Non-court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","74.5","np","51.6","np","np","np","46.1","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Number","","Aboriginal and Torres Strait Islander young people","Court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2710","np","7830","np","np","np","76","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Number","","Aboriginal and Torres Strait Islander young people","Non-court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2447","np","2986","np","np","np","24","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Number","","Aboriginal and Torres Strait Islander young people","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","5155","np","10814","np","1237","np","95","1338","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Number","","Non-Indigenous young people","Court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","4516","np","7037","np","np","np","234","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Number","","Non-Indigenous young people","Non-court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","13205","np","7499","np","np","np","201","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Number","","Non-Indigenous young people","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","17722","np","14531","np","3265","np","436","92","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","374","np","43","np","np","np","0","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Non-court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2442","np","212","np","np","np","0","np","np"
"SE11c.4","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2818","np","248","np","50","np","0","6","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Proportion","","Aboriginal and Torres Strait Islander young people","Court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","53.1","np","75.8","np","np","np","76.0","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Proportion","","Aboriginal and Torres Strait Islander young people","Non-court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","46.9","np","24.2","np","np","np","20.0","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Proportion","","Non-Indigenous young people","Court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","25.4","np","53.7","np","np","np","54.6","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Proportion","","Non-Indigenous young people","Non-court action","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","74.6","np","46.3","np","np","np","45.4","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Number","","Aboriginal and Torres Strait Islander young people","Court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2751","np","8063","np","np","np","57","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Number","","Aboriginal and Torres Strait Islander young people","Non-court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2433","np","2578","np","np","np","15","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against young people","Number","","Aboriginal and Torres Strait Islander young people","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","5183","np","10637","np","1410","np","75","1407","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Number","","Non-Indigenous young people","Court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","4311","np","8042","np","np","np","218","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Number","","Non-Indigenous young people","Non-court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","12634","np","6934","np","np","np","181","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Proceedings by police against young people","Number","","Non-Indigenous young people","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","16940","np","14981","np","3133","np","399","95","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","354","np","60","np","np","np","0","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Non-court action","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2219","np","248","np","np","np","0","np","np"
"SE11c.4","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Proceedings by police against young people","Number","","Indigenous status not stated","Total proceedings","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2576","np","307","np","162","np","0","3","np"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","25.0","16.1","40.6","44.5","34.8","np","np","33.3","34.7"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","15.0","13.5","19.8","19.7","15.4","np","np","25.0","16.8"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","198","9","304","227","63","np","np","97","916"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","98","40","72","57","21","np","np","2","314"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","791","56","748","510","181","25","36","291","2638"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Non-Indigenous people","Young people in youth detention during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","652","297","363","290","136","52","69","8","1867"
"SE11h.1","2023-24","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Unknown Indigenous status","Young people in youth detention during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","57","0","3","0","0","0","7","6","73"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","26.9","20.3","42.7","47.0","34.9","29.4","34.6","36.8","37.1"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","15.7","13.7","23.7","26.9","15.9","14.6","26.7","0","18.7"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","202","13","324","247","60","5","9","93","953"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","105","51","80","76","24","6","20","0","362"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","752","64","758","526","172","17","26","253","2568"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Non-Indigenous people","Young people in youth detention during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","670","371","338","283","151","41","75","5","1934"
"SE11h.1","2022-23","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Unknown Indigenous status","Young people in youth detention during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","67","6","5","0","0","0","8","17","103"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","26.1","18.7","np","48.6","np","31.3","29.4","33.2","38.0"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","13.5","12.0","np","31.6","np","17.9","28.6","20.0","18.1"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","159","14","np","249","np","5","5","87","877"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","91","49","np","78","np","5","16","2","357"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","610","75","679","512","139","16","17","262","2310"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Non-Indigenous people","Young people in youth detention during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","672","408","394","247","154","28","56","10","1969"
"SE11h.1","2021-22","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Unknown Indigenous status","Young people in youth detention during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","51","9","1","0","0","0","1","9","71"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","31.2","28.8","44.8","51.2","56.5","42.9","45.0","31.9","41.2"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","12.9","11.1","19.4","28.5","25.2","14.3","26.9","14.3","16.2"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","175","19","271","199","65","6","9","52","796"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","111","63","72","63","36","4","14","1","364"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","561","66","605","389","115","14","20","163","1933"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Non-Indigenous people","Young people in youth detention during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","858","568","371","221","143","28","52","7","2248"
"SE11h.1","2020-21","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Unknown Indigenous status","Young people in youth detention during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","61","0","17","0","1","1","2","3","85"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","np","31.3","43.6","52.3","np","np","np","37.5","40.7"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","np","9.0","22.4","28.7","np","np","np","25.0","15.6"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","np","30","288","239","np","np","np","51","878"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","np","60","84","86","np","np","np","2","391"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","608","96","660","457","154","21","25","136","2157"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Non-Indigenous people","Young people in youth detention during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","890","670","375","300","167","32","61","8","2503"
"SE11h.1","2019-20","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Unknown Indigenous status","Young people in youth detention during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","46","1","7","0","0","0","1","2","57"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","32.0","20.5","40.2","48.0","54.1","16.7","np","np","39.2"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","11.9","11.6","23.3","26.8","30.8","22.7","np","np","17.0"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","216","23","298","245","79","3","np","np","936"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-13 years old","All people","Non-Indigenous people","Young people in youth detention during the year; aged 10-13 years at first detention","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","100","73","88","87","48","10","np","np","415"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in youth detention during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","676","112","742","510","146","18","18","168","2390"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Non-Indigenous people","Young people in youth detention during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","837","627","378","325","156","44","68","5","2440"
"SE11h.1","2018-19","Young people aged 10-13 years when first entering youth detention; state and territory and Australia; by Indigenous status","10-17 years old","All people","Unknown Indigenous status","Young people in youth detention during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","33","1","7","0","1","0","0","0","42"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","22.0","13.5","36.2","43.0","29.5","np","np","25.0","31.2"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","13.4","7.8","16.6","18.6","16.1","np","np","11.1","14.4"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","267","22","573","388","90","np","np","166","1543"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","144","63","160","112","51","np","np","4","584"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1216","163","1583","902","305","71","49","664","4953"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-17 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1071","809","966","602","316","148","121","36","4069"
"SE11h.2","2023-24","Young people first coming into youth justice system","10-17 years old","All people","Unknown Indigenous status","Young people under youth justice supervision during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","134","2","16","0","5","7","11","27","202"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","24.4","15.5","38.0","45.6","34.4","np","np","30.1","34.0"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","13.6","8.5","17.5","21.5","15.5","np","np","6.3","14.9"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","281","28","589","410","94","np","np","140","1572"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","154","82","173","135","50","np","np","1","639"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1151","181","1551","900","273","67","37","465","4625"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-17 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1136","963","989","627","323","126","105","16","4285"
"SE11h.2","2022-23","Young people first coming into youth justice system","10-17 years old","All people","Unknown Indigenous status","Young people under youth justice supervision during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","156","9","27","0","6","6","13","30","247"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","24.9","21.4","39.1","49.1","42.4","np","np","30.9","36.0"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","12.4","8.1","15.6","22.1","17.6","np","np","10.0","13.9"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","256","39","594","402","95","np","np","109","1518"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","153","93","166","129","51","np","np","2","634"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1030","182","1521","819","224","62","26","353","4217"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-17 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1231","1151","1067","584","289","123","101","20","4566"
"SE11h.2","2021-22","Young people first coming into youth justice system","10-17 years old","All people","Unknown Indigenous status","Young people under youth justice supervision during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","145","13","19","0","4","5","1","12","199"
