"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"17A.17","2020-21","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","11.8","17.3","25.6","12.9","49.1","92.2","24.7","121.0",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","58","9","25","28","9","10","2","3",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","55","85","13","24","16","18","2","0",""
"17A.17","2019-20","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","113","94","38","52","25","28","4","3",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","14.1","9.6","4.8","9.9","13.6","44.0","10.7","3.5",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","11.0","14.5","6.2","22.1","26.4","53.5","5.4","0",""
"17A.17","2019-20","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","12.3","13.9","5.2","13.3","19.8","49.6","7.1","3.4",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","1","na","0","0","0","0",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","15","na","11","0","6","9",""
"17A.17","2019-20","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","19","13","16","46","12","5","6","9",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","0.1","na","0","0","0","0",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","2.0","na","8.7","0","10.7","10.2",""
"17A.17","2019-20","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","2.1","1.9","2.2","11.8","9.5","8.9","10.7","10.2",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","9","26","na","9","10","2","3",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","85","28","na","27","18","8","9",""
"17A.17","2019-20","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","132","107","54","98","37","33","10","12",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","1.3","3.5","na","7.1","17.7","3.6","3.4",""
"17A.17","2019-20","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","12.5","3.8","na","21.3","31.9","14.2","10.2",""
"17A.17","2019-20","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","14.4","15.8","7.4","25.1","29.2","58.5","17.8","13.6",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","37","15","20","44","1","9","5","6",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","58","79","13","17","4","13","0","0",""
"17A.17","2018-19","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","97","94","33","61","5","22","5","6",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","8.0","13.2","3.6","11.7","1.2","56.9","46.6","4.8",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","12.0","13.5","6.0","14.9","6.8","49.9","0","0",""
"17A.17","2018-19","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","10.0","13.5","4.2","12.5","3.5","52.5","12.5","4.7",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","2","na","0","1","0","0",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","19","na","2","4","3","8",""
"17A.17","2018-19","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","41","13","21","124","2","5","3","11",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","0.3","na","0","2.4","0","0",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","2.4","na","1.4","9.5","7.5","6.3",""
"17A.17","2018-19","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","4.2","1.9","2.7","25.4","1.4","11.9","7.5","8.6",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","15","22","na","1","10","5","6",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","79","32","na","6","17","3","8",""
"17A.17","2018-19","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","138","107","54","185","7","27","8","17",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","2.2","2.8","na","0.7","23.9","12.5","4.7",""
"17A.17","2018-19","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","11.3","4.1","na","4.2","40.6","7.5","6.3",""
"17A.17","2018-19","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","14.3","15.3","6.9","37.9","4.9","64.5","20.0","13.3",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","22","4","23","18","6","6","0","15",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","37","25","14","14","7","13","0","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","60","29","37","32","13","19","0","15",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","4.5","3.4","4.3","4.6","6.0","44.9","0","10.7",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","6.9","4.0","7.0","9.4","11.4","46.2","0","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","5.7","3.9","5.0","5.9","8.0","45.8","0","10.5",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","2","na","0","0","0","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","12","na","1","13","4","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","30","19","14","55","1","13","4","17",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","0.3","na","0","0","0","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","1.6","na","0.6","31.3","7.4","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","2.9","2.6","1.9","10.1","0.6","31.3","7.4","11.9",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","4","25","na","6","6","0","15",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","25","26","na","8","26","4","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","90","48","51","87","14","32","4","32",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0.5","3.4","na","3.7","14.5","0","10.5",""
"17A.17","2017-18","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","3.4","3.5","na","4.9","62.7","7.4","0",""
"17A.17","2017-18","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","8.6","6.5","7.0","16.1","8.6","77.1","7.4","22.4",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","27","4","14","na","8","4","0","23",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","46","40","5","na","5","12","2","2",""
"17A.17","2016-17","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","75","44","19","na","13","16","2","25",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","5.1","3.5","3.0","na","7.1","44.3","0","17.9",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","10.0","6.9","2.7","na","7.6","39.9","6.6","25.2",""
"17A.17","2016-17","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","7.5","6.3","2.9","na","7.3","40.9","5.1","18.3",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","1","na","0","0","0","1",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","8","na","7","18","1","9",""
"17A.17","2016-17","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","39","16","9","na","7","18","1","15",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","0.2","na","0","0","0","0.7",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","1.2","na","3.9","46.0","2.5","6.6",""
"17A.17","2016-17","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","3.9","2.3","1.4","na","3.9","46.0","2.5","11.0",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","4","15","na","8","4","0","24",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","40","13","na","12","30","3","11",""
"17A.17","2016-17","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","114","60","28","na","20","34","3","40",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0.6","2.3","na","4.5","10.2","0","17.6",""
"17A.17","2016-17","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","5.8","2.0","na","6.7","76.6","7.6","8.1",""
"17A.17","2016-17","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","11.4","8.6","4.3","na","11.2","86.9","7.6","29.3",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","9","13","25","na","0","3","0","5",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","7","38","7","na","6","10","0","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","18","51","32","na","6","13","0","5",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","1.6","13.5","5.3","na","0","58.8","0","3.0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","1.5","7.4","3.4","na","7.2","35.2","0","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","1.7","8.3","4.7","na","3.0","38.8","0","2.8",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","0","na","0","0","0","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","na","0","12","na","4","0","2","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Staff","Incidents of injury as a result of an assault","","","State and territory governments (unpublished)","no.","36","15","12","na","4","10","2","2",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","0","na","0","0","0","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","0","1.8","na","2.0","0","6.6","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","3.4","2.4","1.8","na","2.0","29.8","6.6","1.1",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","13","25","na","0","3","0","5",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","na","38","19","na","10","10","2","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Number of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","no.","54","66","44","na","10","23","2","7",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","2.1","3.7","na","0","8.9","0","2.8",""
"17A.17","2015-16","Assaults in custody","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","na","6.2","2.8","na","5.1","29.8","6.6","0",""
"17A.17","2015-16","Assaults in custody","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Rate (per 10000 custody nights) of","Young people in custody and staff","Incidents of injury as a result of an assault","","","Derived from State and territory governments (unpublished)","rate","5.1","10.8","6.5","na","5.1","68.6","6.6","3.9",""
"17A.18","2024-25","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","50103","6859","74610","15814","7341","2100","2439","12744","172010"
"17A.18","2024-25","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","32220","39518","29361","9859","7073","3540","4554","711","126836"
"17A.18","2024-25","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","83064","46377","104042","25673","14414","5640","6993","13469","299672"
"17A.18","2024-25","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","10","0","0","0","10"
"17A.18","2024-25","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","18","0","0","0","18"
"17A.18","2024-25","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","28","0","0","0","28"
"17A.18","2024-25","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","50103","6859","74610","15814","7351","2100","2439","12744","172020"
"17A.18","2024-25","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","32220","39518","29361","9859","7091","3540","4554","711","126854"
"17A.18","2024-25","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","83064","46377","104042","25673","14442","5640","6993","13469","299700"
"17A.18","2024-25","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Average nightly population","In detention centres","","","","Derived from State and territory governments (unpublished)","no.","137.2","18.8","204.3","43.3","20.1","5.7","6.7","34.9","470.9"
"17A.18","2024-25","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Average nightly population","In detention centres","","","","Derived from State and territory governments (unpublished)","no.","88.2","108.2","80.4","27.0","19.4","9.7","12.5","1.9","347.3"
"17A.18","2024-25","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Average nightly population","In detention centres","","","","Derived from State and territory governments (unpublished)","no.","227.4","127.0","284.9","70.3","39.5","15.4","19.1","36.9","820.5"
"17A.18","2024-25","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Average nightly population","In custody","","","","Derived from State and territory governments (unpublished)","no.","137.2","18.8","204.3","43.3","20.1","5.7","6.7","34.9","471.0"
"17A.18","2024-25","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Average nightly population","In custody","","","","Derived from State and territory governments (unpublished)","no.","88.2","108.2","80.4","27.0","19.4","9.7","12.5","1.9","347.3"
"17A.18","2024-25","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Average nightly population","In custody","","","","Derived from State and territory governments (unpublished)","no.","227.4","127.0","284.9","70.3","39.5","15.4","19.1","36.9","820.5"
"17A.18","2023-24","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","46481","5004","74457","20086","6133","2041","1835","18089","174126"
"17A.18","2023-24","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","30726","28439","30299","10036","5575","3771","3930","606","113382"
