"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Operational","Total","","","","Derived from State and territory governments (unpublished)","no.","17980","20597","15334","8062","5476","1567","1018","1920","71954"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Non-operational","Sworn","","","","State and territory governments (unpublished)","no.","292","158","505","674","98","55","30","12","1824"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Non-operational","Civilian","","","","State and territory governments (unpublished)","no.","1892","1059","1905","761","305","292","140","96","6450"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Non-operational","Other","","","","State and territory governments (unpublished)","no.","420","136","664","89","104","100","0","106","1620"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Non-operational","Total","","","","Derived from State and territory governments (unpublished)","no.","2603","1353","3074","1524","507","448","171","214","9894"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Total staff","","","","","Derived from State and territory governments (unpublished)","no.","20583","21950","18408","9586","5983","2015","1188","2134","81848"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Operational staff per 100000 people","","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December","rate","213","298","277","275","293","273","216","757","267"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Operational sworn staff per 100000 people","","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December","rate","187","232","212","212","235","230","168","513","213"
"6A.2","2023-24","Police staffing","All ages","All people","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Non-operational staff per 100000 people","","","","","Derived from State and territory governments (unpublished); ABS National state and territory population - December","rate","31","20","56","52","27","78","36","84","37"
"6A.2","2023-24","Police staffing","All ages","Males","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Proportion of total staff","","Males","","","Derived from State and territory governments (unpublished)","%","64.6","65.2","62.9","66.8","62.1","57.4","57.8","60.9","64.1"
"6A.2","2023-24","Police staffing","All ages","Females","All people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","All staff","Proportion of total staff","","Females","","","Derived from State and territory governments (unpublished)","%","35.4","34.6","37.1","33.2","37.9","42.6","41.9","38.8","35.8"
"6A.2","2023-24","Police staffing","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","Aboriginal and Torres Strait Islander","Operational","","","","","State and territory governments (unpublished)","no.","616","131","424","238","76","35","39","262","1821"
"6A.2","2023-24","Police staffing","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","Aboriginal and Torres Strait Islander","Non-operational","","","","","State and territory governments (unpublished)","no.","71","14","48","16","6","10","4","9","179"
"6A.2","2023-24","Police staffing","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Full-time equivalent (FTE) police staff at 30 June","","Aboriginal and Torres Strait Islander","Total","","","","","Derived from State and territory governments (unpublished)","no.","687","145","472","254","82","45","43","271","1999"
