"Table_Number","Year","Measure","Indigenous_Status","Law_Enforced","Court_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust cts","Aust"
"7A.34","2019-20","Real recurrent expenditure per finalisation","All people","Criminal","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11765","16665","5787","20468","19234","..","..","..","","12000"
"7A.34","2019-20","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","898","1451","603","899","1214","748","1748","1363","","964"
"7A.34","2019-20","Real recurrent expenditure per finalisation","All people","Criminal","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1087","758","741","905","797","926","3303","1299","","879"
"7A.34","2019-20","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","907","1396","616","899","1184","760","1849","1355","","958"
"7A.34","2018-19","Real recurrent expenditure per finalisation","All people","Criminal","All criminal courts","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","All criminal courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1194","1502","750","1415","1888","1203","3171","2344","","1240"
"7A.34","2018-19","Real recurrent expenditure per finalisation","All people","Criminal","Supreme","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Supreme courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","44160","60956","6254","28367","38404","20355","31199","23969","","21158"
"7A.34","2018-19","Real recurrent expenditure per finalisation","All people","Criminal","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","8862","14003","5594","18050","15912","..","..","..","","10044"
"7A.34","2018-19","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","633","984","474","789","1102","628","1668","1427","","734"
"7A.34","2018-19","Real recurrent expenditure per finalisation","All people","Criminal","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","966","571","587","769","783","812","3457","1444","","733"
"7A.34","2018-19","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","650","953","485","788","1080","640","1759","1428","","734"
"7A.34","2017-18","Real recurrent expenditure per finalisation","All people","Criminal","All criminal courts","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","All criminal courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1221","1384","746","1424","1774","1081","2166","2299","","1213"
"7A.34","2017-18","Real recurrent expenditure per finalisation","All people","Criminal","Supreme","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Supreme courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","49645","51412","6017","25773","38464","19118","26083","25365","","19675"
"7A.34","2017-18","Real recurrent expenditure per finalisation","All people","Criminal","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","8767","17722","5735","19556","13441","..","..","..","","10804"
"7A.34","2017-18","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","654","824","466","791","1029","590","1049","1359","","696"
"7A.34","2017-18","Real recurrent expenditure per finalisation","All people","Criminal","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","957","433","652","694","747","722","2240","1357","","698"
"7A.34","2017-18","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","669","794","481","784","1010","599","1097","1359","","696"
"7A.34","2016-17","Real recurrent expenditure per finalisation","All people","Criminal","All criminal courts","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","All criminal courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1170","1282","657","1367","1520","1074","2889","2316","","1128"
"7A.34","2016-17","Real recurrent expenditure per finalisation","All people","Criminal","Supreme","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Supreme courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","44822","67059","6363","29081","39719","18042","32210","25957","","22487"
"7A.34","2016-17","Real recurrent expenditure per finalisation","All people","Criminal","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","7734","17074","6121","18980","11875","..","..","..","","10230"
"7A.34","2016-17","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","648","748","404","809","904","612","1373","1316","","653"
"7A.34","2016-17","Real recurrent expenditure per finalisation","All people","Criminal","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","930","256","681","721","604","775","2391","1337","","598"
"7A.34","2016-17","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","662","690","420","803","882","622","1413","1318","","649"
"7A.34","2015-16","Real recurrent expenditure per finalisation","All people","Criminal","All criminal courts","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","All criminal courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1128","1210","624","1360","1464","1073","3442","2041","","1085"
"7A.34","2015-16","Real recurrent expenditure per finalisation","All people","Criminal","Supreme","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Supreme courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","58497","72498","8039","28316","31210","18502","37376","23070","","25661"
"7A.34","2015-16","Real recurrent expenditure per finalisation","All people","Criminal","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","6673","16257","6953","20599","10745","..","..","..","","9897"
"7A.34","2015-16","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","642","694","378","798","904","611","1846","1153","","629"
"7A.34","2015-16","Real recurrent expenditure per finalisation","All people","Criminal","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","855","201","549","841","609","737","2262","1409","","522"
"7A.34","2015-16","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","653","625","387","801","881","619","1868","1182","","621"
"7A.34","2014-15","Real recurrent expenditure per finalisation","All people","Criminal","All criminal courts","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","All criminal courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1174","865","639","1559","1385","1159","2591","1768","","1024"
"7A.34","2014-15","Real recurrent expenditure per finalisation","All people","Criminal","Supreme","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Supreme courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","40681","58304","9590","28397","38240","19443","28253","21583","","25621"
"7A.34","2014-15","Real recurrent expenditure per finalisation","All people","Criminal","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","6925","18223","7037","23444","11131","..","..","..","","10832"
"7A.34","2014-15","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","712","422","390","977","849","672","1221","1045","","590"
"7A.34","2014-15","Real recurrent expenditure per finalisation","All people","Criminal","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","753","206","567","1211","572","683","3402","1170","","568"
"7A.34","2014-15","Real recurrent expenditure per finalisation","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: criminal","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","714","405","400","991","825","673","1317","1058","","589"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1333","2555","1180","1592","1732","1426","4115","2110","..","1723"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Supreme (excl. probate)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Supreme courts (excl. probate)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","9619","12879","7401","19351","5997","5820","15594","21525","..","10921"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3479","5901","3075","1200","6582","..","..","..","..","3601"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","710","1303","642","810","732","907","2179","1279","..","895"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1393","4588","825","1401","3192","868","4184","1602","..","2186"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","761","1561","663","847","927","905","2320","1302","..","999"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Federal Court of Australia","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Federal Court of Australia","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","24307","24307"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Family","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","WA Family court","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","1988","..","..","..","..","..","1988"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","FCFCOA (Division 1) and FCFCOA (Division 2)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","FCFCOA (Division 1) and FCFCOA (Division 2)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","2749","2749"
"7A.35","2023-24","Real recurrent expenditure per finalisation","All people","Civil","Coroners'","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Coroners' courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1435","3826","3156","2306","1439","1970","9124","6832","..","2657"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1460","2726","1108","1712","1829","1569","3739","1975","..","1818"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Supreme (excl. probate)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Supreme courts (excl. probate)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10208","14665","7072","15946","7948","6932","14425","16553","..","11379"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3644","6528","3195","1425","6663","..","..","..","..","3883"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","749","1383","589","1019","738","896","1871","1180","..","943"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1290","4464","696","1344","3406","1075","5154","2189","..","2153"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","798","1661","601","1038","936","903","2028","1238","..","1048"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Federal Court of Australia","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Federal Court of Australia","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","31875","31875"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Family","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","WA Family court","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","1916","..","..","..","..","..","1916"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","FCFCOA (Division 1) and FCFCOA (Division 2)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","FCFCOA (Division 1) and FCFCOA (Division 2)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","2592","2592"
"7A.35","2022-23","Real recurrent expenditure per finalisation","All people","Civil","Coroners'","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Coroners' courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1326","3430","2473","2113","1613","2040","10590","9103","..","2426"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1717","2518","1124","1694","1814","1567","3682","2223","..","1873"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Supreme (excl. probate)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Supreme courts (excl. probate)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11708","16011","6611","15811","11592","7811","14719","17569","..","12388"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4742","5832","2985","1801","6055","..","..","..","..","4045"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","816","1239","600","980","728","795","1849","1292","..","937"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1418","3730","660","1301","2641","1072","4829","2140","..","2009"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","875","1479","607","999","896","808","1984","1345","..","1037"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Federal Court of Australia","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Federal Court of Australia","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","31606","31606"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Family","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","WA Family court","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","1737","..","..","..","..","..","1737"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","FCFCOA (Division 1) and FCFCOA (Division 2)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","FCFCOA (Division 1) and FCFCOA (Division 2)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","na","na"
"7A.35","2021-22","Real recurrent expenditure per finalisation","All people","Civil","Coroners'","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Coroners' courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1085","3481","2291","2733","1809","2404","6431","5377","..","2337"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1390","2247","1007","1571","1818","1342","3216","1895","..","1626"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Supreme (excl. probate)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Supreme courts (excl. probate)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11180","17208","8011","14390","14538","7077","11627","12980","..","12556"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4650","6464","2693","2032","7567","..","..","..","..","4317"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","637","976","516","856","687","660","1917","1152","..","760"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1203","3447","581","1311","2197","940","3337","1980","..","1776"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","682","1207","524","884","819","675","1997","1203","..","849"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Federal Court of Australia","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Federal Court of Australia","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","36371","36371"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Family","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","WA Family court","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","1644","..","..","..","..","..","1644"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","FCFCOA (Division 1) and FCFCOA (Division 2)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","FCFCOA (Division 1) and FCFCOA (Division 2)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","na","na"
"7A.35","2020-21","Real recurrent expenditure per finalisation","All people","Civil","Coroners'","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Coroners' courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1277","3626","2205","3861","1796","2327","8000","4806","..","2521"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1247","2186","1023","1407","1466","1254","3346","2261","..","1519"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Supreme (excl. probate)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Supreme courts (excl. probate)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10080","12905","7918","11740","11912","5940","10738","20969","..","10814"
