"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","CS_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"8A.17","2017-18","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Number","Aboriginal and Torres Strait Islander prisoners","","","State and territory governments (unpublished)","no.","2","1","0","0","0","0","0","0","3"
"8A.17","2017-18","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Number","Non-Indigenous prisoners","","","State and territory governments (unpublished)","no.","7","5","2","0","1","0","0","1","16"
"8A.17","2017-18","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Aboriginal and Torres Strait Islander prisoners","","","Derived from State and territory governments (unpublished)","rate","0.06","0.16","0","0","0","0","0","0","0.03"
"8A.17","2017-18","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Non-Indigenous prisoners","","","Derived from State and territory governments (unpublished)","rate","0.07","0.08","0.03","0","0.04","0","0","0.36","0.05"
"8A.17","2016-17","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Number","Aboriginal and Torres Strait Islander prisoners","","","State and territory governments (unpublished)","no.","0","0","1","2","0","0","0","1","4"
"8A.17","2016-17","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Number","Non-Indigenous prisoners","","","State and territory governments (unpublished)","no.","12","4","0","0","0","0","1","0","17"
"8A.17","2016-17","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Aboriginal and Torres Strait Islander prisoners","","","Derived from State and territory governments (unpublished)","rate","0","0","0.04","0.08","0","0","0","0.07","0.04"
"8A.17","2016-17","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Non-Indigenous prisoners","","","Derived from State and territory governments (unpublished)","rate","0.12","0.06","0","0","0","0","0.29","0","0.06"
"8A.17","2015-16","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Number","Aboriginal and Torres Strait Islander prisoners","","","State and territory governments (unpublished)","no.","1","0","1","3","0","0","1","0","6"
"8A.17","2015-16","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Number","Non-Indigenous prisoners","","","State and territory governments (unpublished)","no.","5","1","2","3","2","0","0","1","14"
"8A.17","2015-16","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Aboriginal and Torres Strait Islander prisoners","","","Derived from State and territory governments (unpublished)","rate","0.03","0","0.04","0.14","0","0","1.09","0","0.06"
"8A.17","2015-16","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Non-Indigenous prisoners","","","Derived from State and territory governments (unpublished)","rate","0.05","0.02","0.04","0.08","0.09","0","0","0.37","0.05"
"8A.17","2014-15","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Number","Aboriginal and Torres Strait Islander prisoners","","","State and territory governments (unpublished)","no.","0","0","2","1","1","0","0","0","4"
"8A.17","2014-15","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Number","Non-Indigenous prisoners","","","State and territory governments (unpublished)","no.","2","3","1","2","3","2","0","0","13"
"8A.17","2014-15","Deaths from apparent unnatural causes","Adults","All people","Aboriginal and Torres Strait Islander people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Aboriginal and Torres Strait Islander prisoners","","","Derived from State and territory governments (unpublished)","rate","0","0","0.09","0.05","0.17","0","0","0","0.04"
"8A.17","2014-15","Deaths from apparent unnatural causes","Adults","All people","Non-Indigenous people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","Non-Indigenous prisoners","","","Derived from State and territory governments (unpublished)","rate","0.02","0.05","0.02","0.06","0.15","0.51","0","0","0.05"
"8A.18","2023-24","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.50","0.99","2.76","1.16","2.23","1.43","0.51","0.23",""
"8A.18","2023-24","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","24.33","11.57","9.80","6.38","11.50","18.77","12.86","8.58",""
"8A.18","2023-24","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.26","0.10","0.43","0.44","0.13","0","0",""
"8A.18","2023-24","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","2.41","1.58","0.78","1.75","0.94","2.61","4.37","0.59",""
"8A.18","2022-23","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.42","1.26","3.41","0.79","1.07","1.48","1.80","0.10",""
"8A.18","2022-23","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","20.93","9.11","10.94","6.34","6.02","17.76","5.66","9.58",""
"8A.18","2022-23","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.12","0.11","0.16","0.26","0.44","0","0",""
"8A.18","2022-23","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.83","1.88","0.93","1.10","0.42","4.00","0.26","0.85",""
"8A.18","2021-22","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.26","0.81","3.02","0.66","0.85","1.09","0.26","0.32",""
"8A.18","2021-22","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","17.41","9.11","8.34","5.06","3.31","16.36","5.66","8.20",""
"8A.18","2021-22","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.01","0.12","0.11","0.16","0.26","0.31","0","0",""
"8A.18","2021-22","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.76","1.21","0.79","0.86","0.26","4.52","0.51","1.07",""
"8A.18","2020-21","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.27","1.12","2.88","1.08","2.39","1.87","1.22","0.29",""
"8A.18","2020-21","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","24.62","11.42","9.89","6.45","6.72","17.49","8.28","6.29",""
"8A.18","2020-21","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.01","0.06","0.12","0.21","0.07","0","0.24","0.06",""
"8A.18","2020-21","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.80","1.08","0.87","0.75","0.39","2.65","1.46","0.97",""
"8A.18","2019-20","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.24","1.02","3.38","1.09","2.66","2.41","1.80","0.52",""
"8A.18","2019-20","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","28.78","14.03","9.81","8.35","5.89","11.75","13.07","7.51",""
"8A.18","2019-20","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.01","0.11","0.10","0.22","0.11","0.45","0","0.06",""
"8A.18","2019-20","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","2.30","1.30","0.77","1.38","0.21","1.81","2.25","1.56",""
"8A.18","2018-19","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.50","1.04","2.80","1.23","1.69","1.99","3.31","0.29",""
"8A.18","2018-19","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","26.79","14.45","9.20","8.71","6.41","13.64","9.09","6.03",""
"8A.18","2018-19","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.11","0.08","0.42","0.03","0","0","0",""
"8A.18","2018-19","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.86","1.28","0.87","2.10","0.62","3.22","0.41","0.41",""
"8A.18","2017-18","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.31","1.50","2.94","0.56","1.44","1.30","2.32","0.30",""
"8A.18","2017-18","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","24.90","14.18","8.52","3.97","5.99","12.88","16.02","4.49",""
"8A.18","2017-18","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.12","0.07","0.10","0.03","0.33","0","0",""
"8A.18","2017-18","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.53","1.39","0.57","1.85","0.26","2.94","1.05","0.12",""
"8A.18","2016-17","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.29","1.72","3.08","0.83","1.50","2.78","3.59","0.18",""
"8A.18","2016-17","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","27.48","16.85","10.49","4.13","6.87","7.31","15.72","3.29",""
"8A.18","2016-17","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.12","0.11","0.14","0.17","0.17","0","0",""
"8A.18","2016-17","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.55","1.21","1.01","1.60","0.63","1.22","1.80","0.37",""
"8A.18","2015-16","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.59","1.25","2.25","0.84","1.29","1.53","0.75","0.06",""
"8A.18","2015-16","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","23.68","14.65","7.09","3.74","8.29","8.97","16.92","3.31",""
"8A.18","2015-16","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.03","0.01","0.17","0","0.38","0","0",""
"8A.18","2015-16","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","1.95","1.84","0.90","1.35","0.28","3.44","0","0.06",""
"8A.18","2014-15","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Serious assault","","Derived from State and territory governments (unpublished)","rate","0.56","0.90","1.80","0.59","1.40","2.14","3.21","0.13",""
"8A.18","2014-15","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on prisoner","Assault","","Derived from State and territory governments (unpublished)","rate","15.07","11.46","5.00","5.42","5.86","8.55","12.56","3.06",""
"8A.18","2014-15","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Serious assault","","Derived from State and territory governments (unpublished)","rate","0","0.08","0.08","0.09","0","0","0","0",""
"8A.18","2014-15","Assaults in custody","Adults","All people","All people","Prison","","Assaults in custody","Rate per 100 prisoners","Prisoner on officer","Assault","","Derived from State and territory governments (unpublished)","rate","0.51","1.48","0.25","1.98","0.79","1.71","0.88","0",""
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Open","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","282.47","379.71","203.73","391.46","201.17","405.54","169.74","na","300.98"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Secure","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","327.33","453.96","274.70","293.09","243.72","474.25","630.10","na","325.98"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Total net operating expenditure","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","316.19","445.43","270.03","307.36","240.19","472.27","618.22","263.50","319.37"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","User cost of capital","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","93.64","75.95","59.19","50.92","69.20","89.31","106.73","9.51","69.39"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","5.09","7.30","4.16","2.49","13.59","1.36","4.61","0.33","5.06"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","88.55","68.64","55.03","48.43","55.60","87.96","102.11","9.18","64.32"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Debt servicing fees","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","5.12","25.63","0","7.34","..","..","0","58.44","9.45"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Depreciation","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","45.08","52.26","39.95","16.50","27.64","37.51","79.88","18.24","37.62"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Total capital costs","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","143.84","153.83","99.14","74.75","96.84","126.82","186.61","86.19","116.46"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Total net operating expenditure and capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","460.04","599.27","369.16","382.11","337.03","599.09","804.83","349.69","435.82"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Net operating expenditure","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.51","56.90","25.43","36.25","22.57","29.89","80.03","70.98","29.65"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","0.99","3.61","0.40","0.86","1.09","0.55","0","0.24","1.15"
"8A.19","2023-24","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Total net operating expenditure and capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","22.50","60.51","25.83","37.11","23.66","30.43","80.03","71.22","30.80"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Open","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","269.80","355.10","206.78","434.80","219.14","432.96","235.78","na","297.43"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Secure","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","327.79","428.59","267.34","325.03","254.22","509.28","575.67","na","328.59"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Total net operating expenditure","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","312.72","420.28","263.20","340.84","251.38","507.38","569.38","246.87","320.24"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","User cost of capital","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","95.27","68.77","64.09","62.70","75.22","104.41","107.34","10.79","73.34"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","5.05","7.25","4.64","3.24","14.76","1.50","3.95","0.31","5.45"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","90.21","61.51","59.45","59.46","60.46","102.90","103.39","10.48","67.89"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Debt servicing fees","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","5.96","26.01","0","8.72","..","..","0","68.61","10.59"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Depreciation","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","45.00","47.10","42.30","18.84","19.69","38.72","77.77","19.68","37.79"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Total capital costs","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","146.23","141.87","106.39","90.25","94.91","143.13","185.11","99.07","121.72"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Total net operating expenditure and capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","458.94","562.15","369.58","431.10","346.29","650.51","754.48","345.94","441.96"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Net operating expenditure","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.30","53.99","23.61","39.20","26.30","29.24","89.76","68.38","29.42"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","0.68","4.11","0.54","0.91","1.19","0.49","0","0.49","1.14"
"8A.19","2022-23","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Total net operating expenditure and capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.98","58.10","24.15","40.12","27.48","29.73","89.76","68.87","30.56"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Open","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","280.48","427.07","197.41","397.10","189.16","415.72","1701.05","na","302.94"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Secure","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","326.28","450.13","269.13","313.26","252.72","475.86","571.13","na","331.12"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Net operating expenditure","Total net operating expenditure","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","314.58","447.95","264.05","325.97","247.17","473.98","573.16","246.70","323.35"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","User cost of capital","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","97.09","67.95","69.69","53.29","65.02","108.53","112.62","12.53","73.25"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4.86","7.41","4.84","2.71","11.88","1.56","4.13","0.42","5.20"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","92.24","60.54","64.85","50.59","53.13","106.96","108.49","12.10","68.05"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Debt servicing fees","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","7.68","27.26","0","9.20","0","..","0","78.08","11.77"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Depreciation","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","44.03","46.23","41.57","18.23","20.18","32.46","60.92","23.34","37.09"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Capital costs","Total capital costs","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","148.80","141.44","111.26","80.73","85.19","140.99","173.54","113.94","122.12"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Prison","2023-24 dollars","Recurrent expenditure; per day","Per prisoner","Total net operating expenditure and capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","463.38","589.39","375.31","406.70","332.36","614.96","746.71","360.64","445.47"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Net operating expenditure","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","20.68","73.75","21.80","38.44","25.03","25.87","69.49","67.97","30.09"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","0.68","6.46","0.49","0.93","1.11","0.22","0","0.40","1.33"
"8A.19","2021-22","Real net recurrent expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Recurrent expenditure; per day","Per offender","Total net operating expenditure and capital costs","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.36","80.21","22.29","39.37","26.14","26.09","69.49","68.36","31.42"
"8A.20","2023-24","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","316.19","445.43","270.03","307.36","240.19","472.27","618.22","263.50","319.37"
"8A.20","2023-24","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.51","56.90","25.43","36.25","22.57","29.89","80.03","70.98","29.65"
"8A.20","2022-23","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","312.72","420.28","263.20","340.84","251.38","507.38","569.38","246.87","320.24"
"8A.20","2022-23","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.30","53.99","23.61","39.20","26.30","29.24","89.76","68.38","29.42"
